company;date;date_month;date_year;code2;setor;subsetor;name;ativo_total;ativo_circulante;passivo_total;passivo_circulante;code;freq;shares;net_revenue;net_profit;growth_profit;net_equity;net_revenue_12;net_profit_12m;ativo;cl;ebit;roe;net_margin;eps;bvps;d_e;divida_bruta;disponibilidades;divida_liquida;Estoque;carteira de credito;depositos;receita de servi
CEBR5;31/03/2018;3;2018;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3562883.072;1654589.056;3562883.072;1669433.984;CEBR5;28;14416;563166.016;5419;1.3895;534289.984;2751174;147003;3562883.072;0.9911;15542;0.2751;0.002;10.1972;37.0623;0.8908;475940.992;70077;405863.992;7974;;;
CEBR5;30/06/2018;6;2018;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3670894.08;1751262.976;3670894.08;1652750.976;CEBR5;29;14416;655310.016;6325;0.1672;706460.976;2832376;105140;3670894.08;1.0596;52298;0.1488;0.0022;7.2933;49.0053;0.7202;508814.016;103912;404902.016;57622;;;
CEBR5;30/09/2018;9;2018;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3920542.976;1990515.968;3920542.976;1875121.024;CEBR5;30;14416;738430.016;-42067;-7.6509;643438.976;2796413;-44235;3920542.976;1.0615;-21802;-0.0687;-0.015;-3.0685;44.6337;0.7675;493863.008;125179;368684.008;59676;;;
CEBR5;31/12/2018;12;2018;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3741670.912;1842353.024;3741670.912;1928843.008;CEBR5;31;14416;633304;120295;3.8596;587112.992;2590210;89972;3741670.912;0.9552;27046;0.1532;0.0464;6.2411;40.7265;0.9147;537060;179699.008;357360.992;41754;;;
CEBR5;31/03/2019;3;2019;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3704739.072;1808081.024;3704739.072;1931723.008;CEBR5;32;14416;645513.024;2751;-0.9771;552346.016;2672557;87304;3704739.072;0.936;59767;0.1581;0.001;6.056;38.3148;0.8824;487369.008;180552;306817.008;8475;;;
CEBR5;30/06/2019;6;2019;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3592872.96;1663426.944;3592872.96;1546918.016;CEBR5;33;14416;663868.032;26543;8.6485;391530.992;2681115;107522;3592872.96;1.0753;59204.008;0.2746;0.0099;7.4585;27.1595;1.2564;491930.976;272272;219658.976;33706;;;
CEBR5;30/09/2019;9;2019;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3550669.056;1624870.016;3550669.056;1474332.032;CEBR5;34;14416;1986480;71810;1.7054;450980.016;3929165;221399;3550669.056;1.1021;152888.008;0.4909;0.0183;15.3579;31.2833;1.0038;452680.016;229391.008;223289.008;57231;;;
CEBR5;31/12/2019;12;2019;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3687354.88;1740536.064;3687354.88;1568080;CEBR5;35;14416;-546123.072;17941;-0.7502;783986.016;2749738;119045;3687354.88;1.11;-59721.008;0.1518;0.0065;8.2578;54.383;0.6405;502175.008;465337.984;36837.024;75143;;;
CEBR5;31/03/2020;3;2020;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3555051.008;1601659.008;3555051.008;1465981.056;CEBR5;36;14416;659872;-10296;-1.5739;794301.024;2764097;105998;3555051.008;1.0926;14071;0.1334;-0.0037;7.3528;55.0986;0.5787;459688;388588;71100;80572;;;
CEBR5;30/06/2020;6;2020;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3444007.936;1486752;3444007.936;1419952;CEBR5;37;14416;635777.024;-53867;-4.2318;707880.992;2736006;25588;3444007.936;1.047;-40504;0.0361;-0.0197;1.775;49.1038;0.5875;415909.984;266256.992;149652.992;79218;;;
CEBR5;30/09/2020;9;2020;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3680389.888;3129457.92;3680389.888;2421970.944;CEBR5;38;14416;57749;99359;2.8445;848831.008;807275;53137;3680389.888;1.2921;19798;0.0626;0.1231;3.686;58.8812;0.1202;102031;151446;-49415;711;;;
CEBR5;31/12/2020;12;2020;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3833792;3318072.064;3833792;2844634.88;CEBR5;39;14416;-1098220.032;397423;2.9999;678769.024;255178;432619;3833792;1.1664;89423;0.6374;1.5574;30.0096;47.0844;0.1401;95101;136703.008;-41602.008;953;;;
CEBR5;31/03/2021;3;2021;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3294952.96;2766756.096;3294952.96;1202845.952;CEBR5;40;14416;69839;1142200;1.874;1855708.944;-334855;1585115;3294952.96;2.3002;30206;0.8542;-3.411;109.9553;128.7256;0;0;2530149.12;-2530149.12;5186;;;
CEBR5;30/06/2021;6;2021;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;2168132.096;1640361.984;2168132.096;63797;CEBR5;41;14416;75042;16758;-0.9853;1872529.952;-895590;1655740;2168132.096;25.7122;36467;0.8842;-0.0187;114.8543;129.8925;0;0;1407268.992;-1407268.992;6157;;;
CEBR5;30/09/2021;9;2021;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;2220101.888;1677758.976;2220101.888;76113;CEBR5;42;14416;96606;31286;0.8669;1903814.976;-856733;1587667;2220101.888;22.043;17914;0.8339;-0.0365;110.1323;132.0626;0;0;1495360;-1495360;5094;;;
CEBR3;31/03/2015;3;2015;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;2829691.904;1050238.016;2829691.904;1124147.968;CEBR5;16;14416;587468.992;-57160;-1.9525;112252;2300033;-88736;2829691.904;0.9343;5156;-0.7905;-0.0249;-6.1554;7.7866;2.9017;325727;75560;250167;16987;;;
CEBR3;30/06/2015;6;2015;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;2978280.96;1155281.024;2978280.96;1153737.984;CEBR5;17;14416;584296;17809;1.3116;125586;2418721;9714;2978280.96;1.0013;55427;0.0773;0.0074;0.6738;8.7116;2.4478;307406;92992;214414;14753;;;
CEBR3;30/09/2015;9;2015;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3353016.064;1395032.96;3353016.064;1531111.936;CEBR5;18;14416;616934.016;-115509;-7.486;208579.008;2547875;-94852;3353016.064;0.9111;-11792;-0.4548;-0.0453;-6.5796;14.4686;2.0138;420040.992;59529;360511.992;13803;;;
CEBR3;31/12/2015;12;2015;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3344728.064;1556221.056;3344728.064;1375506.048;CEBR5;19;14416;638504.064;219526;2.9005;586636;2427203;64666;3344728.064;1.1314;96515.024;0.1102;0.0904;4.4857;40.6934;0.6956;408083.016;78043;330040.016;7178;;;
CEBR3;31/03/2016;3;2016;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3262415.872;1476441.984;3262415.872;1317616;CEBR5;20;14416;549025.024;5707;-0.974;539757.984;2388759;127533;3262415.872;1.1205;15065;0.2363;0.0024;8.8466;37.4416;0.7263;392046.016;59226;332820.016;7461;;;
CEBR3;30/06/2016;6;2016;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3225978.88;1389484.032;3225978.88;1328739.968;CEBR5;21;14416;530260;24009;3.2069;595169.984;2334723;133733;3225978.88;1.0457;-22026;0.2247;0.0103;9.2767;41.2854;0.7386;439620;99016;340604;7514;;;
CEBR3;30/09/2016;9;2016;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3189908.992;1513592.064;3189908.992;1364731.008;CEBR5;22;14416;451457.984;-9692;-1.4037;578808.016;2169247;239550;3189908.992;1.1091;-59407;0.4139;-0.0045;16.617;40.1504;0.7256;419999;76510;343489;6349;;;
CEBR3;31/12/2016;12;2016;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3156891.904;1206343.936;3156891.904;1293335.04;CEBR5;23;14416;583810.944;94583;10.7589;620362.032;2114554;114607;3156891.904;0.9327;30326.008;0.1847;0.0447;7.95;43.0329;0.6462;400893.992;86041;314852.992;8768;;;
CEBR3;31/03/2017;3;2017;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3045740.032;1097404.032;3045740.032;1242868.992;CEBR5;24;14416;532478.016;10498;-0.889;562950.992;2098007;119398;3045740.032;0.883;21497;0.2121;0.005;8.2823;39.0504;0.6706;377503.992;52539;324964.992;11659;;;
CEBR3;30/06/2017;6;2017;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3095366.912;1144704;3095366.912;1274009.984;CEBR5;25;14416;574108.032;48188;3.5902;545720;2141855;143577;3095366.912;0.8985;53073;0.2631;0.0225;9.9596;37.8552;0.6399;349230;86826;262404;12894;;;
CEBR3;30/09/2017;9;2017;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3458864.128;1504956.032;3458864.128;1562317.952;CEBR5;26;14416;774393.024;107308;1.2269;581092;2464790;260577;3458864.128;0.9633;70446;0.4484;0.0435;18.0755;40.3088;0.5449;316652.008;84177;232475.008;9221;;;
CEBR3;31/12/2017;12;2017;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3637084.928;1695911.936;3637084.928;1625803.008;CEBR5;27;14416;839506.816;-13912;-1.1296;632979.008;2720486;152082;3637084.928;1.0431;26719.008;0.2403;-0.0051;10.5495;43.9081;0.8009;506970.016;92001;414969.016;7846;;;
CEBR3;31/03/2018;3;2018;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3562883.072;1654589.056;3562883.072;1669433.984;CEBR5;28;14416;563166.016;5419;1.3895;534289.984;2751174;147003;3562883.072;0.9911;15542;0.2751;0.002;10.1972;37.0623;0.8908;475940.992;70077;405863.992;7974;;;
CEBR3;30/06/2018;6;2018;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3670894.08;1751262.976;3670894.08;1652750.976;CEBR5;29;14416;655310.016;6325;0.1672;706460.976;2832376;105140;3670894.08;1.0596;52298;0.1488;0.0022;7.2933;49.0053;0.7202;508814.016;103912;404902.016;57622;;;
CEBR3;30/09/2018;9;2018;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3920542.976;1990515.968;3920542.976;1875121.024;CEBR5;30;14416;738430.016;-42067;-7.6509;643438.976;2796413;-44235;3920542.976;1.0615;-21802;-0.0687;-0.015;-3.0685;44.6337;0.7675;493863.008;125179;368684.008;59676;;;
CEBR3;31/12/2018;12;2018;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3741670.912;1842353.024;3741670.912;1928843.008;CEBR5;31;14416;633304;120295;3.8596;587112.992;2590210;89972;3741670.912;0.9552;27046;0.1532;0.0464;6.2411;40.7265;0.9147;537060;179699.008;357360.992;41754;;;
CEBR3;31/03/2019;3;2019;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3704739.072;1808081.024;3704739.072;1931723.008;CEBR5;32;14416;645513.024;2751;-0.9771;552346.016;2672557;87304;3704739.072;0.936;59767;0.1581;0.001;6.056;38.3148;0.8824;487369.008;180552;306817.008;8475;;;
CEBR3;30/06/2019;6;2019;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3592872.96;1663426.944;3592872.96;1546918.016;CEBR5;33;14416;663868.032;26543;8.6485;391530.992;2681115;107522;3592872.96;1.0753;59204.008;0.2746;0.0099;7.4585;27.1595;1.2564;491930.976;272272;219658.976;33706;;;
CEBR3;30/09/2019;9;2019;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3550669.056;1624870.016;3550669.056;1474332.032;CEBR5;34;14416;1986480;71810;1.7054;450980.016;3929165;221399;3550669.056;1.1021;152888.008;0.4909;0.0183;15.3579;31.2833;1.0038;452680.016;229391.008;223289.008;57231;;;
CEBR3;31/12/2019;12;2019;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3687354.88;1740536.064;3687354.88;1568080;CEBR5;35;14416;-546123.072;17941;-0.7502;783986.016;2749738;119045;3687354.88;1.11;-59721.008;0.1518;0.0065;8.2578;54.383;0.6405;502175.008;465337.984;36837.024;75143;;;
CEBR3;31/03/2020;3;2020;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3555051.008;1601659.008;3555051.008;1465981.056;CEBR5;36;14416;659872;-10296;-1.5739;794301.024;2764097;105998;3555051.008;1.0926;14071;0.1334;-0.0037;7.3528;55.0986;0.5787;459688;388588;71100;80572;;;
CEBR3;30/06/2020;6;2020;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3444007.936;1486752;3444007.936;1419952;CEBR5;37;14416;635777.024;-53867;-4.2318;707880.992;2736006;25588;3444007.936;1.047;-40504;0.0361;-0.0197;1.775;49.1038;0.5875;415909.984;266256.992;149652.992;79218;;;
CEBR3;30/09/2020;9;2020;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3680389.888;3129457.92;3680389.888;2421970.944;CEBR5;38;14416;57749;99359;2.8445;848831.008;807275;53137;3680389.888;1.2921;19798;0.0626;0.1231;3.686;58.8812;0.1202;102031;151446;-49415;711;;;
CEBR3;31/12/2020;12;2020;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3833792;3318072.064;3833792;2844634.88;CEBR5;39;14416;-1098220.032;397423;2.9999;678769.024;255178;432619;3833792;1.1664;89423;0.6374;1.5574;30.0096;47.0844;0.1401;95101;136703.008;-41602.008;953;;;
CEBR3;31/03/2021;3;2021;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3294952.96;2766756.096;3294952.96;1202845.952;CEBR5;40;14416;69839;1142200;1.874;1855708.944;-334855;1585115;3294952.96;2.3002;30206;0.8542;-3.411;109.9553;128.7256;0;0;2530149.12;-2530149.12;5186;;;
CEBR3;30/06/2021;6;2021;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;2168132.096;1640361.984;2168132.096;63797;CEBR5;41;14416;75042;16758;-0.9853;1872529.952;-895590;1655740;2168132.096;25.7122;36467;0.8842;-0.0187;114.8543;129.8925;0;0;1407268.992;-1407268.992;6157;;;
CEBR3;30/09/2021;9;2021;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;2220101.888;1677758.976;2220101.888;76113;CEBR5;42;14416;96606;31286;0.8669;1903814.976;-856733;1587667;2220101.888;22.043;17914;0.8339;-0.0365;110.1323;132.0626;0;0;1495360;-1495360;5094;;;
CEBR6;31/03/2015;3;2015;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;2829691.904;1050238.016;2829691.904;1124147.968;CEBR5;16;14416;587468.992;-57160;-1.9525;112252;2300033;-88736;2829691.904;0.9343;5156;-0.7905;-0.0249;-6.1554;7.7866;2.9017;325727;75560;250167;16987;;;
CEBR6;30/06/2015;6;2015;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;2978280.96;1155281.024;2978280.96;1153737.984;CEBR5;17;14416;584296;17809;1.3116;125586;2418721;9714;2978280.96;1.0013;55427;0.0773;0.0074;0.6738;8.7116;2.4478;307406;92992;214414;14753;;;
CEBR6;30/09/2015;9;2015;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3353016.064;1395032.96;3353016.064;1531111.936;CEBR5;18;14416;616934.016;-115509;-7.486;208579.008;2547875;-94852;3353016.064;0.9111;-11792;-0.4548;-0.0453;-6.5796;14.4686;2.0138;420040.992;59529;360511.992;13803;;;
CEBR6;31/12/2015;12;2015;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3344728.064;1556221.056;3344728.064;1375506.048;CEBR5;19;14416;638504.064;219526;2.9005;586636;2427203;64666;3344728.064;1.1314;96515.024;0.1102;0.0904;4.4857;40.6934;0.6956;408083.016;78043;330040.016;7178;;;
CEBR6;31/03/2016;3;2016;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3262415.872;1476441.984;3262415.872;1317616;CEBR5;20;14416;549025.024;5707;-0.974;539757.984;2388759;127533;3262415.872;1.1205;15065;0.2363;0.0024;8.8466;37.4416;0.7263;392046.016;59226;332820.016;7461;;;
CEBR6;30/06/2016;6;2016;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3225978.88;1389484.032;3225978.88;1328739.968;CEBR5;21;14416;530260;24009;3.2069;595169.984;2334723;133733;3225978.88;1.0457;-22026;0.2247;0.0103;9.2767;41.2854;0.7386;439620;99016;340604;7514;;;
CEBR6;30/09/2016;9;2016;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3189908.992;1513592.064;3189908.992;1364731.008;CEBR5;22;14416;451457.984;-9692;-1.4037;578808.016;2169247;239550;3189908.992;1.1091;-59407;0.4139;-0.0045;16.617;40.1504;0.7256;419999;76510;343489;6349;;;
CEBR6;31/12/2016;12;2016;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3156891.904;1206343.936;3156891.904;1293335.04;CEBR5;23;14416;583810.944;94583;10.7589;620362.032;2114554;114607;3156891.904;0.9327;30326.008;0.1847;0.0447;7.95;43.0329;0.6462;400893.992;86041;314852.992;8768;;;
CEBR6;31/03/2017;3;2017;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3045740.032;1097404.032;3045740.032;1242868.992;CEBR5;24;14416;532478.016;10498;-0.889;562950.992;2098007;119398;3045740.032;0.883;21497;0.2121;0.005;8.2823;39.0504;0.6706;377503.992;52539;324964.992;11659;;;
CEBR6;30/06/2017;6;2017;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3095366.912;1144704;3095366.912;1274009.984;CEBR5;25;14416;574108.032;48188;3.5902;545720;2141855;143577;3095366.912;0.8985;53073;0.2631;0.0225;9.9596;37.8552;0.6399;349230;86826;262404;12894;;;
CEBR6;30/09/2017;9;2017;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3458864.128;1504956.032;3458864.128;1562317.952;CEBR5;26;14416;774393.024;107308;1.2269;581092;2464790;260577;3458864.128;0.9633;70446;0.4484;0.0435;18.0755;40.3088;0.5449;316652.008;84177;232475.008;9221;;;
CEBR6;31/12/2017;12;2017;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3637084.928;1695911.936;3637084.928;1625803.008;CEBR5;27;14416;839506.816;-13912;-1.1296;632979.008;2720486;152082;3637084.928;1.0431;26719.008;0.2403;-0.0051;10.5495;43.9081;0.8009;506970.016;92001;414969.016;7846;;;
CEBR6;31/03/2018;3;2018;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3562883.072;1654589.056;3562883.072;1669433.984;CEBR5;28;14416;563166.016;5419;1.3895;534289.984;2751174;147003;3562883.072;0.9911;15542;0.2751;0.002;10.1972;37.0623;0.8908;475940.992;70077;405863.992;7974;;;
CEBR6;30/06/2018;6;2018;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3670894.08;1751262.976;3670894.08;1652750.976;CEBR5;29;14416;655310.016;6325;0.1672;706460.976;2832376;105140;3670894.08;1.0596;52298;0.1488;0.0022;7.2933;49.0053;0.7202;508814.016;103912;404902.016;57622;;;
CEBR6;30/09/2018;9;2018;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3920542.976;1990515.968;3920542.976;1875121.024;CEBR5;30;14416;738430.016;-42067;-7.6509;643438.976;2796413;-44235;3920542.976;1.0615;-21802;-0.0687;-0.015;-3.0685;44.6337;0.7675;493863.008;125179;368684.008;59676;;;
CEBR6;31/12/2018;12;2018;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3741670.912;1842353.024;3741670.912;1928843.008;CEBR5;31;14416;633304;120295;3.8596;587112.992;2590210;89972;3741670.912;0.9552;27046;0.1532;0.0464;6.2411;40.7265;0.9147;537060;179699.008;357360.992;41754;;;
CEBR6;31/03/2019;3;2019;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3704739.072;1808081.024;3704739.072;1931723.008;CEBR5;32;14416;645513.024;2751;-0.9771;552346.016;2672557;87304;3704739.072;0.936;59767;0.1581;0.001;6.056;38.3148;0.8824;487369.008;180552;306817.008;8475;;;
CEBR6;30/06/2019;6;2019;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3592872.96;1663426.944;3592872.96;1546918.016;CEBR5;33;14416;663868.032;26543;8.6485;391530.992;2681115;107522;3592872.96;1.0753;59204.008;0.2746;0.0099;7.4585;27.1595;1.2564;491930.976;272272;219658.976;33706;;;
CEBR6;30/09/2019;9;2019;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3550669.056;1624870.016;3550669.056;1474332.032;CEBR5;34;14416;1986480;71810;1.7054;450980.016;3929165;221399;3550669.056;1.1021;152888.008;0.4909;0.0183;15.3579;31.2833;1.0038;452680.016;229391.008;223289.008;57231;;;
CEBR6;31/12/2019;12;2019;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3687354.88;1740536.064;3687354.88;1568080;CEBR5;35;14416;-546123.072;17941;-0.7502;783986.016;2749738;119045;3687354.88;1.11;-59721.008;0.1518;0.0065;8.2578;54.383;0.6405;502175.008;465337.984;36837.024;75143;;;
CEBR6;31/03/2020;3;2020;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3555051.008;1601659.008;3555051.008;1465981.056;CEBR5;36;14416;659872;-10296;-1.5739;794301.024;2764097;105998;3555051.008;1.0926;14071;0.1334;-0.0037;7.3528;55.0986;0.5787;459688;388588;71100;80572;;;
CEBR6;30/06/2020;6;2020;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3444007.936;1486752;3444007.936;1419952;CEBR5;37;14416;635777.024;-53867;-4.2318;707880.992;2736006;25588;3444007.936;1.047;-40504;0.0361;-0.0197;1.775;49.1038;0.5875;415909.984;266256.992;149652.992;79218;;;
CEBR6;30/09/2020;9;2020;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3680389.888;3129457.92;3680389.888;2421970.944;CEBR5;38;14416;57749;99359;2.8445;848831.008;807275;53137;3680389.888;1.2921;19798;0.0626;0.1231;3.686;58.8812;0.1202;102031;151446;-49415;711;;;
CEBR6;31/12/2020;12;2020;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3833792;3318072.064;3833792;2844634.88;CEBR5;39;14416;-1098220.032;397423;2.9999;678769.024;255178;432619;3833792;1.1664;89423;0.6374;1.5574;30.0096;47.0844;0.1401;95101;136703.008;-41602.008;953;;;
CEBR6;31/03/2021;3;2021;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;3294952.96;2766756.096;3294952.96;1202845.952;CEBR5;40;14416;69839;1142200;1.874;1855708.944;-334855;1585115;3294952.96;2.3002;30206;0.8542;-3.411;109.9553;128.7256;0;0;2530149.12;-2530149.12;5186;;;
CEBR6;30/06/2021;6;2021;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;2168132.096;1640361.984;2168132.096;63797;CEBR5;41;14416;75042;16758;-0.9853;1872529.952;-895590;1655740;2168132.096;25.7122;36467;0.8842;-0.0187;114.8543;129.8925;0;0;1407268.992;-1407268.992;6157;;;
CEBR6;30/09/2021;9;2021;CEBR;Public utility;Electricity;CEB - COMPANHIA ENERGªêTICA DE BRAS?LIA;2220101.888;1677758.976;2220101.888;76113;CEBR5;42;14416;96606;31286;0.8669;1903814.976;-856733;1587667;2220101.888;22.043;17914;0.8339;-0.0365;110.1323;132.0626;0;0;1495360;-1495360;5094;;;
PTBL3;31/03/2015;3;2015;PTBL;Industrial goods;Construction and engineering;PORTOBELLO S/A;1260450.048;585353.984;1260450.048;553102.016;PTBL3;16;158489;241356;10784;-0.7669;236805.992;983963;89698;1260450.048;1.0583;38806;0.3788;0.011;0.566;1.4941;2.4281;574996.992;137503.008;437493.984;195772.992;;;
PTBL3;30/06/2015;6;2015;PTBL;Industrial goods;Construction and engineering;PORTOBELLO S/A;1177138.944;473782.016;1177138.944;505067.008;PTBL3;17;158489;259308;14230;0.3195;230986;1010227;91335;1177138.944;0.9381;39591;0.3954;0.0141;0.5763;1.4574;2.2363;516564.992;27133;489431.992;199494;;;
PTBL3;30/09/2015;9;2015;PTBL;Industrial goods;Construction and engineering;PORTOBELLO S/A;1240963.968;531220;1240963.968;582396.032;PTBL3;18;158489;300248.992;15303;0.0754;222602;1058990;86585;1240963.968;0.9121;44974;0.389;0.0145;0.5463;1.4045;2.5963;577936;51174;526762;197432.992;;;
PTBL3;31/12/2015;12;2015;PTBL;Industrial goods;Construction and engineering;PORTOBELLO S/A;1351892.992;639603.968;1351892.992;439489.984;PTBL3;19;158489;259482.016;12335;-0.1939;231846;1060395;52652;1351892.992;1.4553;24057.992;0.2271;0.0116;0.3322;1.4629;3.0094;697728.016;188142;509586.016;205291.008;;;
PTBL3;31/03/2016;3;2016;PTBL;Industrial goods;Construction and engineering;PORTOBELLO S/A;1329592.064;608387.968;1329592.064;424025.984;PTBL3;20;158489;241360.992;-6224;-1.5046;232685.008;1060400;35644;1329592.064;1.4348;19515;0.1532;-0.0059;0.2249;1.4681;2.8425;661399.008;171959;489440.008;202728;;;
PTBL3;30/06/2016;6;2016;PTBL;Industrial goods;Construction and engineering;PORTOBELLO S/A;1356771.968;630160;1356771.968;611104;PTBL3;21;158489;256578;4034;1.6481;242971.008;1057670;25448;1356771.968;1.0312;17744;0.1047;0.0038;0.1606;1.533;2.7106;658596;176376;482220;207664.992;;;
PTBL3;30/09/2016;9;2016;PTBL;Industrial goods;Construction and engineering;PORTOBELLO S/A;1332717.952;625070.976;1332717.952;417926.016;PTBL3;22;158489;273316;-924;-1.2291;241304;1030737;9221;1332717.952;1.4956;26247;0.0382;-0.0009;0.0582;1.5225;2.6482;639028.992;159123.008;479905.984;199520;;;
PTBL3;31/12/2016;12;2016;PTBL;Industrial goods;Construction and engineering;PORTOBELLO S/A;1237360;535368.992;1237360;409155.008;PTBL3;23;158489;245145.008;5239;6.6699;238448.008;1016400;2125;1237360;1.3085;11796.984;0.0089;0.0052;0.0134;1.5045;2.4603;586660.992;105745;480915.992;185880;;;
